,RIMR,RIVL,BWM-DR01,AIML,IL1R,ASJR,RID,BWM-DL03,PVCR,AINL,SAADL,PVNL,IL1VL,ALNR,AWCR,OLQDL,RMHR,SMBVR,IL1VR,IL1L,BWM-VR05,RIGR,RMGL,URAVR,AIZL,AVAR,ASGL,BWM-VR02,RIFL,AVDR,BWM-VR04,PVQL,URYDR,CEPDR,SMBDL,BWM-DR05,AVHR,URBR,IL2L,RIFR,CEPDL,ADLR,RMGR,SDQR,AIYR,SIAVR,BWM-VL06,BWM-VR07,RIML,SAADR,AFDR,BWM-VL01,ASIL,SIBDL,RIBL,BWM-DL02,URXL,SMDDL,RIPL,ASHL,BWM-VL07,SMDVL,HSNR,RMEL,AIMR,FLPR,AVFR,BWM-VL04,ADFL,AWAR,URYVL,RMDVL,RIPR,RMDVR,AIBL,SAAVL,ASEL,RICR,ADEL,RICL,BWM-VL08,RMDDR,AFDL,BWM-DL05,SAAVR,AWCL,BWM-VR06,RMHL,PVQR,AVDL,RIH,SIADL,OLQVR,URADL,IL2VL,AVL,BAGL,RIAR,RIBR,HSNL,AVM,IL1DR,ASKR,IL2DR,SIBDR,URYDL,AVAL,ASKL,AVHL,AIZR,ADFR,ASHR,AUAL,OLQDR,AIAL,PVPR,OLQVL,PLNR,RMED,CEPVR,RMEV,ALML,PVCL,BWM-DR06,BWM-DR02,AIYL,AWAL,SIADR,BDUR,ALA,URXR,ADAL,AWBR,AWBL,IL2R,BWM-DR04,BWM-DR08,RMDDL,ASER,SABVL,RIR,BWM-DR07,BWM-DL01,AUAR,BWM-VL02,RIVR,AIAR,BWM-VL03,AQR,ADLL,CANL,SMBVL,BAGR,SIBVL,AVKR,RMFL,SDQL,RMDL,RIS,IL2VR,RMFR,URAVL,DVA,BWM-DL07,PVT,URBL,SMDDR,ADAR,AINR,IL1DL,ASIR,URADR,SIAVL,BWM-VR03,FLPL,BWM-DL04,BWM-DL08,ALNL,BWM-VR01,URYVR,ASJL,RMER,ADER,PVNR,SMDVR,AIBR,BWM-VL05,RIAL,BDUL,RMDR,SIBVR,ASGR,unknownFLPR,BWM-VR08,SMBDR,IL2DL,DVC,RIGL,OLLL,OLLR,CEPVL,AVKL,PVPL,AVFL,PVR,BWM-DR03,PLNL,BWM-DL06,CANR,ALMR,AVER,AVBR,AVEL,AVJR,AVBL,AVJL
BWM-DR02,0,0,3316080,0,657840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27120,0,0,0,5516640,0,0,632400,0,0,0,54240,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635360,0,0,0,0,0,0,0,99600,211680,129120,0,0,0,0,0,0,0,10560,0,0,0,0,0,141600,0,0,0,0,0,0,0,0,0,0,0,0,0,362640,0,24240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040,0,129600,0,0,93840,0,0,0,0,0,0,0,0,0,0,0,8150160,960,606960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254640,0,105120,0,0,0,0,0,0,0,0,0,0,0,0,0,1457040,0,0,0,0,0,0,0,0,0,32160,0,0,0,0,0,0,0,32640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443040,0,0,0,0,0,0,0,0,0,0
AIYL,0,0,0,1378800,0,0,0,0,0,667200,0,0,0,0,1075680,0,0,0,0,0,0,0,46560,0,6198960,0,225360,0,58560,68880,0,92160,0,0,0,0,558000,0,0,0,0,0,0,0,320880,0,0,0,913680,0,87360,0,107520,131520,4065360,0,448320,0,0,12480,0,0,0,0,0,0,0,0,1064640,0,0,0,0,0,1926480,0,5712240,0,0,0,0,0,9176880,0,0,2675760,0,0,0,0,930480,0,0,0,0,0,303120,437520,66960,0,5280,0,0,0,0,0,0,0,0,114240,0,0,5183760,0,276240,0,0,0,0,0,770880,0,0,0,0,0,3797280,0,0,0,0,0,68160,1170960,0,0,0,0,3634560,0,1126800,0,0,455520,0,0,0,0,0,156240,0,1404000,3177840,0,0,0,0,0,809520,0,0,0,0,0,0,0,0,0,751680,0,0,0,52320,0,0,0,0,0,0,0,0,0,8640,47040,0,4080,0,261600,67680,0,0,0,0,0,0,0,0,0,0,0,0,132960,0,0,0,0,0,0,0,0,168960,88320,0,822720,409440,0
AWAL,0,0,0,113040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878880,0,780960,0,309840,0,0,1404000,0,0,0,0,289680,0,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,709440,0,16080,0,0,0,0,3417600,0,0,2706960,0,0,0,20880,0,2958480,0,0,0,0,0,137520,0,7983120,0,0,62160,0,0,3128640,0,0,226320,0,0,0,0,0,0,0,0,0,0,0,0,0,1409040,0,0,0,0,0,0,3120,691440,0,0,0,22080,100560,0,3246000,0,0,0,0,0,0,0,0,0,0,3797280,0,0,0,4320,0,192240,0,6243120,0,0,0,0,17280,0,118560,0,0,0,0,0,28800,0,0,4686480,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148320,0,0,0,0,0,0,0,0,0,0,14640,0
SIADR,1908240,48000,0,0,0,0,0,0,0,302640,25440,0,0,0,0,157680,175200,1650480,104880,0,0,645840,454080,76320,0,324000,0,0,96480,0,0,0,143760,0,0,0,0,2640,0,0,84240,0,251760,0,0,3195360,0,0,168960,1402080,0,0,0,197520,34800,0,0,0,0,0,0,3153360,0,0,0,8160,720,0,0,0,0,362400,0,1247280,1838880,147120,0,1865760,392160,204480,0,1065840,0,0,644400,0,0,258480,0,216960,0,645360,0,0,0,909120,0,1878000,100080,0,0,0,0,0,3358320,0,1892400,0,336000,482160,0,0,0,0,0,0,0,0,0,0,183120,2375520,44160,0,0,0,0,0,0,12000,174240,125280,0,0,0,0,0,462480,0,0,0,0,0,0,0,0,0,0,12240,0,0,0,0,1414320,351600,0,607680,1129680,626160,33600,409680,0,2288400,0,10560,64320,1846800,480,0,0,0,0,0,0,0,0,0,1518000,0,394560,0,0,0,0,1891200,0,0,281280,0,2179200,711120,0,0,0,5734320,0,0,0,0,0,0,1121280,0,2880,0,0,0,0,0,0,352080,0,410880,0,416400,213360
BDUR,343200,0,0,157200,0,29280,0,0,240480,0,0,2091120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165600,108480,0,0,0,76080,0,0,479040,0,0,4344000,0,0,530880,87600,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043520,0,635520,70320,3782400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699840,25200,0,0,0,0,0,0,0,0,0,184800,1602480,24960,266160,47040,0,0,0,0,3600,0,0,204240,0,0,0,0,0,0,0,39840,0,0,0,71520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42240,0,0,0,0,0,0,277680,0,0,0,0,0,0,0,0,0,0,0,0,0,86160,0,0,0,31200,0,0,0,0,0,0,0,0,0,0,61920,4028880,0,0,0,0,124080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923040,49680,0,0,0,0,1765200,33600,678720,0,149040,0,2407440
ALA,0,0,0,9120,14640,1616880,0,0,0,0,0,0,0,0,0,109920,0,80400,0,1200,0,0,0,0,0,91440,0,0,21600,142560,0,2674320,38640,0,0,0,190320,82320,161040,0,0,857280,74160,0,0,0,0,0,0,0,0,0,0,46080,0,0,221520,0,0,0,0,0,0,0,720,0,14640,0,0,88080,0,0,0,0,0,48240,2640,0,0,0,0,28320,0,0,0,0,0,0,1896480,114240,0,106080,0,10080,0,0,0,0,0,21360,0,103680,955440,0,130320,62400,0,1383120,93840,0,0,0,0,93120,0,0,0,0,0,0,0,82800,0,0,0,0,4320,12000,0,0,0,0,0,0,180240,0,0,0,88560,0,0,0,0,0,0,0,0,0,0,1335840,416160,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,108960,0,0,70080,0,3360,0,0,0,0,0,36960,0,0,2399040,0,13440,0,0,0,0,0,0,0,0,0,307680,0,9840,28800,0,0,51360,62160,0,0,0,71760,0,0,0,0,474960,0,425040,0,933360,96000,0,214080
URXR,0,0,0,0,126480,0,0,0,0,546960,0,0,0,0,0,0,3840,960,367200,0,0,2550480,0,150960,0,40560,0,0,0,30960,0,0,1182240,2062320,403920,0,127200,2546640,0,248880,0,9840,2859120,0,266640,10800,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,2862720,0,167280,0,0,0,0,0,102480,0,215520,0,22080,2238960,0,930720,0,0,0,0,0,0,0,52560,0,32880,294960,29760,225600,0,0,3600,127680,4327200,611760,422880,0,30240,0,950880,0,0,0,0,422880,225120,1403520,1314000,0,0,0,1099680,0,0,0,222000,0,0,0,0,0,0,0,174240,0,0,0,0,267840,0,566160,0,0,0,0,0,4960320,0,0,5011200,0,27600,110400,0,212160,0,0,0,0,0,0,0,0,0,0,125040,270240,0,707040,0,0,0,0,4595040,22080,0,69600,45360,0,0,0,0,0,0,0,609360,0,0,9360,0,0,0,0,0,0,0,0,0,24480,0,0,0,2880,0,0,211440,0,0,0,147600,0,0,0,0,0,707760,561120,7440,0,51120,49920,96960
ADAL,170400,717600,0,102240,0,0,239280,0,0,0,400560,0,210480,0,0,111120,6000,0,0,0,0,0,1179840,0,12720,3783600,0,0,300000,1449600,0,312240,0,86160,599040,0,706800,0,0,0,28080,0,0,1031520,0,0,0,0,6495600,0,0,0,0,229200,0,0,3429120,93600,1200480,3894240,0,0,220560,0,0,0,850080,0,857760,0,179280,0,506160,0,183120,676800,3840,2025360,2233920,1057200,0,102960,0,0,472800,0,0,0,0,469200,7920,0,0,163920,78000,0,0,0,0,402240,0,0,0,0,0,129360,1946880,284880,0,0,0,0,0,0,150000,0,235200,0,0,0,387840,1322640,8160,0,0,0,192240,125280,0,0,0,0,0,273360,0,0,0,0,0,0,0,0,0,0,0,494400,0,0,113280,2085840,0,42000,0,818640,5520,365760,192960,0,0,0,6240,72720,1742880,0,0,2324160,0,93360,0,0,0,58800,648240,0,328080,0,0,6000,0,0,0,0,508080,0,813360,374160,0,0,362880,0,1300080,0,0,0,350160,116400,0,0,0,0,39600,0,535200,567600,636960,0,0,0,0,0,60960,2235840,256560,1257360,4326480,52320
AWBR,8400,0,0,0,0,127200,0,0,0,24720,0,0,0,0,336480,0,0,1480560,0,0,0,211920,0,0,0,173520,0,0,0,0,0,0,0,0,0,0,0,0,0,266160,0,2113920,92640,0,712800,83760,0,0,0,0,993120,0,0,0,0,0,0,0,0,0,0,0,279120,0,595440,0,0,0,167760,6596880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,0,53520,0,0,0,0,448080,1334640,1356960,0,0,0,0,0,0,0,0,3414240,2492160,5606400,1021200,0,0,15600,3120,0,0,0,0,0,0,0,0,0,68160,0,0,0,0,267840,0,0,88320,0,0,0,0,1161360,0,232080,0,0,1676400,0,0,652800,0,0,0,0,0,0,0,0,0,0,0,0,0,8880,0,219120,0,0,0,0,167760,0,0,752880,0,0,0,0,0,0,0,0,960,0,0,0,0,0,372720,0,0,0,0,0,0,0,0,305520,0,0,0,0,0,0,0,0,222720,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,0,0,0,895920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487920,0,3439200,0,9840,0,1047840,0,0,0,0,0,5760,0,3264240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295440,8640,729120,0,209520,0,0,2152320,0,0,2076720,0,0,0,113760,0,5348880,0,16800,0,0,0,88800,0,1856880,0,0,0,0,0,241920,0,0,708720,0,0,0,0,0,0,0,0,0,0,0,0,0,412560,0,0,0,0,0,0,91920,18000,0,75360,0,20640,522000,0,1106160,0,30240,0,0,0,0,0,20400,0,0,1170960,6243120,0,0,0,0,273360,88320,0,0,0,0,0,0,0,648720,0,0,1680,0,0,68640,0,0,3016560,0,1456080,0,0,0,39600,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31440,0,0,0,0,213120,0,127200,0,0,0,0,0,0,0,0,0,110160,0,0,0,0,523920,6720,0,0,0,0,0,0,0,0,0,0,26400,0
IL2R,0,0,0,0,2393040,136800,0,0,0,42240,0,0,0,0,56880,0,0,377520,87840,0,0,0,0,986880,0,0,0,0,0,0,0,0,0,0,0,0,0,1264800,0,0,0,53280,369600,0,4320,0,0,0,0,0,31200,0,0,0,0,0,0,0,0,0,0,0,0,5060880,0,0,101040,0,0,0,0,0,66240,0,0,0,183840,84000,0,84960,0,0,0,0,1200,107760,0,0,6240,0,2505120,0,1138080,0,0,0,0,0,0,0,0,268080,110640,101040,129600,0,0,0,0,0,0,0,0,2036640,0,0,0,0,1133520,0,942000,0,0,0,0,0,0,0,0,180240,566160,0,0,0,0,0,0,0,53520,0,0,0,0,0,0,63120,0,0,0,0,0,0,104160,0,0,0,0,184560,0,128400,0,0,0,0,0,0,0,0,0,0,73200,1418160,0,0,0,0,0,0,0,0,0,1243680,1580160,0,200880,31680,0,0,0,31440,0,0,0,0,0,0,0,0,0,1671840,0,0,0,0,0,0,0,0,0,0,168000,0,0,0,0,0
BWM-DR04,0,0,212400,0,72480,0,0,0,0,0,0,25920,0,61440,0,0,0,0,0,0,0,0,0,0,0,0,0,1494000,0,0,3100320,0,0,736080,338400,0,0,0,0,0,0,0,119520,0,0,0,0,0,292560,0,0,0,0,0,0,0,0,103200,0,0,0,0,0,1345680,0,0,0,0,0,0,0,0,7440,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,60240,0,0,0,0,0,0,0,0,0,0,0,0,0,94560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,7686720,8150160,0,0,0,0,0,0,0,0,0,0,0,851520,2469120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460080,0,635520,0,0,0,0,0,0,0,0,0,0,0,0,0,371760,0,0,0,0,0,0,0,0,0,0,24480,0,0,0,0,720,0,277440,84720,0,0,0,0,0,0,0,0,0,0,0,0,0,140640,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31920,0,0,1203120,0,0,0,0,0,0,0,0,986400,0,0,0,0,0,347760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12720,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048880,960,0,0,0,0,0,0,0,0,0,0,851520,0,61920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217440,0,354480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86400,95760,0,0,0,0,0,0,0,0,0,0,0,0,0,242640,0,0,0,0,0,0,0,0,3600,0,0
RMDDL,0,0,600720,0,981600,0,0,258000,0,0,1932000,0,8561520,334320,0,888960,733680,168960,0,3486480,0,0,0,0,0,0,0,0,0,0,0,32640,2240160,1143600,2831760,1791600,0,557280,0,0,746640,0,1717440,107040,0,241920,13200,0,0,0,0,197040,0,359760,0,0,0,1160640,3360,0,434640,0,0,479040,0,0,0,194640,0,0,5109360,463920,12000,15765120,0,0,0,606240,0,0,0,1979280,0,642960,1440,0,0,1155600,0,0,95760,936960,0,3600,86880,19200,0,4742640,0,0,0,201840,960,960,0,0,0,0,0,0,0,0,0,2026800,0,0,274800,0,224400,0,2901120,0,0,1025040,606960,0,0,462480,0,0,0,0,0,0,0,2469120,61920,0,3120,0,0,850560,7440,0,180240,1450800,0,0,0,0,0,366000,0,1883520,0,126720,0,1058640,0,0,0,1440,0,0,0,181680,0,0,0,0,0,391920,0,0,0,0,0,0,0,0,0,200160,174960,0,1323360,0,24720,7290240,0,1541520,1143120,0,410880,0,648000,0,0,0,4039920,103440,1893600,0,0,96000,0,1523760,0,0,0,144480,780240,0,0,0,0,0
ASER,25200,0,0,0,0,869760,3840,0,0,0,0,0,0,0,4632480,29280,0,41040,0,0,0,0,0,0,1130880,0,588960,0,0,0,0,0,2160,0,0,0,0,0,23760,258960,0,3571200,33120,0,6569520,0,0,0,0,0,1412160,0,2691840,25440,0,0,0,0,0,0,0,0,34080,0,58560,0,0,0,4080,7917840,0,0,0,0,1568880,190800,326880,0,0,56880,0,0,5406240,0,0,1566480,0,0,899520,0,0,0,0,0,0,0,289920,0,0,720,0,108000,1597440,0,0,0,0,0,6960,1494000,329040,2752800,0,0,125760,0,0,17520,12240,0,0,0,0,0,0,3634560,17280,0,0,88560,0,0,1161360,0,53520,0,0,3120,0,0,0,0,0,376320,0,0,1082640,0,0,0,0,0,844080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024400,21360,414720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786720,0,136320,0,0,33120,806400,0,0,0,0,16080,0,134400,50640,0,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,3360
SABVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,0,5280,0,0,0,0,0,258720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52800,0,0,0,0,0,0,0,0,0
RIR,0,546000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62400,0,0,0,2248560,72960,0,2022240,370560,0,0,156480,113760,0,0,0,0,318240,0,3597120,0,0,0,0,14880,0,131520,487680,0,0,0,0,0,24000,0,0,0,0,0,5261280,0,0,456480,0,0,39360,0,0,0,0,0,2905920,4320,127440,0,0,0,727920,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,4473840,960,7920,0,0,927600,1000320,414000,0,0,0,0,0,0,0,0,743040,0,3768720,2405040,3445920,56160,1302240,0,0,2935680,162000,0,0,0,949200,0,30960,0,0,1126800,118560,0,0,0,4960320,0,232080,648720,0,0,0,0,0,0,0,0,0,890880,0,153360,240,0,6720240,86160,0,1967520,1751760,0,0,278400,0,0,599760,0,259200,0,3591120,0,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,0,0,0,0,0,270960,0,1890720,0,0,0,0,0,0,244800,0,31920,2728320,0,0,0,0,3963600,0,0,0,0,0,0,0,283680,19200,154320,0,32160,0
BWM-DR07,0,0,16320,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665040,264000,4577040,0,0,0,0,102720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198480,0,0,0,0,0,96960,0,0,0,0,0,0,0,0,0,411840,0,0,0,0,0,0,0,148800,0,175200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59760,0,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,1528080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163200,0,0,0,0,0,0,0,0,0,0
BWM-DL01,0,0,881760,0,0,0,0,13914720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51120,0,0,0,0,211440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731360,0,0,126960,0,0,90000,0,88800,0,0,0,0,0,0,0,403920,0,0,0,0,0,0,0,0,0,523440,0,110160,0,0,0,0,0,0,0,0,0,2774400,0,0,0,0,0,0,0,0,0,0,0,86160,0,0,0,0,0,0,0,0,0,0,0,0,264720,0,712080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138960,0,0,744480,0,0,0,0,0,165120,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,659040,4080,0,0,0,0,0,0,0,0,0,192240,0,0,0,0,0,0,0,0,0,0
AUAR,479280,0,0,0,0,0,0,0,0,5303760,0,0,0,0,221280,0,0,0,0,0,0,104160,0,0,45120,1020000,0,0,0,0,0,0,27360,173040,0,0,0,0,0,0,0,0,0,0,4456560,0,0,0,0,0,6434640,0,0,0,280080,0,0,0,0,0,0,0,0,0,0,0,0,0,116400,102480,0,0,0,0,187680,0,18480,0,0,0,0,0,304320,0,0,0,0,0,0,0,720,0,0,0,0,0,1228560,2522880,8130000,0,0,86160,0,122640,408000,0,0,0,60240,1395360,4911840,0,116880,0,0,0,0,0,0,0,0,0,0,0,0,455520,0,0,0,0,5011200,0,1676400,1680,0,0,0,0,376320,0,890880,0,0,0,0,216000,0,0,175920,0,0,0,92400,0,0,0,0,0,50640,0,33840,0,1194000,0,0,0,0,0,1125600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290080,516000,0,0,0,0
BWM-VL02,0,0,0,0,0,0,0,0,0,0,0,0,853920,0,0,0,506640,0,0,948240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30720,0,0,0,0,2203920,0,0,0,6081360,0,0,141600,0,0,0,0,155040,0,0,0,9292320,0,0,0,56400,0,255600,0,0,0,0,0,0,0,41760,0,0,0,0,0,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,69360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180240,0,0,0,0,0,0,0,0,0,44400,0,0,0,123360,0,0,0,0,0,108000,0,0,307920,3746880,0,0,0,0,0,0,0,0,0,0,0,0,0,457920,0,0,0,0,0,1098960,0,0,0,0,0,0,0,247200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIVR,789120,4104960,0,0,84240,0,179280,0,167280,365040,2581680,0,43200,572640,0,0,153840,0,0,0,0,0,1104000,0,0,1252320,0,0,0,456240,0,0,87840,0,1434720,0,854640,10320,0,0,0,0,0,3188160,71760,0,738480,0,266640,7440,1680,0,0,928560,0,0,0,4824720,0,0,819840,301200,0,0,0,0,0,28080,0,0,2160,0,0,1142880,115920,919920,0,519840,728640,2217600,486480,0,0,0,1056000,0,0,2010000,0,0,1327440,86160,0,0,26160,884880,209040,1981200,186960,0,0,0,0,0,948000,54720,44640,0,0,0,0,0,0,0,0,0,48000,0,163920,0,300240,0,0,0,0,0,0,0,0,0,27600,494400,0,0,63120,0,0,1450800,0,0,153360,0,0,216000,0,0,0,0,122640,0,0,817440,131040,0,1785600,289200,507360,162960,808080,0,346800,0,6720,0,21600,0,0,44880,319200,0,0,0,2647440,0,98880,0,0,356400,0,0,0,0,337440,0,4860720,2027760,609120,620880,0,1599840,0,0,117840,0,522960,0,1308240,1839120,0,0,203760,274800,0,0,1133280,0,348000,0,0,0,300960,275520,195600,128400,1145760,0
AIAR,0,0,0,0,0,786960,0,0,0,30000,0,2880,0,0,3828000,0,0,272160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,1813440,0,1672080,102720,0,719280,51120,0,0,0,0,90240,0,455520,0,0,0,0,0,0,16080,0,0,1313040,0,2060880,44880,960,0,0,996480,0,0,0,0,146160,0,432480,0,0,0,0,0,0,0,0,1330800,0,0,2406000,35760,0,0,0,0,0,0,30960,0,0,1074720,0,0,7334160,0,0,0,0,14160,0,3601680,651360,1134000,16320,0,367440,0,0,0,0,0,0,0,10800,0,0,0,28800,0,42240,0,110400,0,652800,68640,0,0,0,0,1082640,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608400,0,0,0,0,0,0,0,0,508320,1306320,0,1471920,0,0,0,7200,0,0,0,0,0,0,0,0,5040,0,8545920,0,0,0,0,0,6181920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,0,0,7200
BWM-VL03,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,0,0,0,9739680,0,0,0,0,0,504480,0,0,352320,58080,0,95520,0,0,0,0,0,0,286320,404640,0,1876800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25920,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259040,0,815040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44400,0,0,0,0,0,0,636960,0,0,0,0,104880,0,0,0,0,748320,0,0,0,0,6480,0,0,0,0,0,0,2068560,0,0,0,0,1518960,0,0,170160,0,0,387360,0,14727360,0,0,0,0,0,0,0,0,0,0,0,101520,0,443760,0,0,0,151680,0,0,0,0,0,0,0,0,0,0,0
AQR,1680,62640,0,0,0,0,450480,0,3269520,0,0,0,181680,0,0,0,0,72240,0,0,0,421440,480,0,311520,1512960,0,0,0,1025040,0,0,0,0,155520,0,584640,0,0,0,0,7200,0,15360,86640,46560,0,0,0,91200,0,0,0,242640,0,0,167040,0,0,0,0,43920,0,0,0,77280,0,0,0,0,167280,0,0,0,1158720,0,0,5520,825360,518880,0,0,0,0,93360,0,0,44400,0,796080,0,488400,0,0,205680,51360,1139760,441120,0,0,0,0,0,0,105600,0,3920880,0,2003760,30000,0,0,119280,0,0,5846160,0,0,0,0,0,333120,4458720,0,0,0,0,12240,0,0,212160,113280,0,0,0,0,0,0,0,0,6720240,0,0,175920,0,122640,0,0,0,0,0,1680,3126240,373440,106320,6960,0,0,1200,0,4800,164640,9230640,0,435360,0,0,1479840,0,0,0,0,206880,0,37680,0,0,0,0,0,0,0,230400,3360,0,1031040,0,1331520,0,0,702720,0,0,0,0,0,1356000,389040,0,0,0,205440,5662800,0,13680,0,0,0,0,0,0,3926880,20640,100560,3288480,2880
